[绘夏！烈日？度假村！其三「惊遇！等待众人的将是…？」] 过场动画绘夏！烈日？度假村！其三 惊遇！等待众人的将是···？ （燧石余火） 过场动画
[绘夏！烈日？度假村！其三「惊遇！等待众人的将是…？」] 过场动画绘夏！烈日？度假村！其三 惊遇！等待众人的将是···？  （热舞狂欢） 过场动画
[绘夏！烈日？度假村！其四「收幕！将夏夜染作缤纷！」] 获得娜娜丝梨饼
[绘夏！烈日？度假村！其四「收幕！将夏夜染作缤纷！」] 和朋友们共度了一段愉快的时光…
[睡莲之章 第一幕：致智慧者] 派蒙 : 嗯，要去收集大家的建议！
[睡莲之章 第一幕：致智慧者] 妮露 : 祖拜尔先生，我们想收集一些可能派上用场的论据，你有什么主意吗？
[睡莲之章 第一幕：致智慧者] 谢赫祖拜尔 : 道理很容易讲通，他们简直是在胡搅蛮缠。
[睡莲之章 第一幕：致智慧者] 谢赫祖拜尔 : 我一直以来都在认真管理剧场的各项事务，从来没缺漏过什么手续和许可。
[睡莲之章 第一幕：致智慧者] 谢赫祖拜尔 : 原本是为了在这种时候堵住他们的嘴，没想到，这帮人现在连规则都不讲了。
[睡莲之章 第一幕：致智慧者] 旅行者 : 可能和阿娜耶有关系。
[睡莲之章 第一幕：致智慧者] 谢赫祖拜尔 : 嗯，我知道。但她现在留在剧场，那就是我们剧场的人。
[睡莲之章 第一幕：致智慧者] 谢赫祖拜尔 : 要是连剧场的人都要为了外面的压力而担惊受怕，那我这个剧场经理也太没用了。
[睡莲之章 第一幕：致智慧者] 谢赫祖拜尔 : 总之，底气要足，严格按照规矩来办。他们没有资格拆除剧场，至少现在没有。
[睡莲之章 第一幕：致智慧者] 谢赫祖拜尔 : 只要死咬这一点，逼他们在这一点上让步，就能在气势上压过他们。
[睡莲之章 第一幕：致智慧者] 妮露 : 嗯！我记下了。
[睡莲之章 第一幕：致智慧者] 谢赫祖拜尔 : 唉，不过这种事我也见过不少了，谁让对手是教令院呢。
[睡莲之章 第一幕：致智慧者] 谢赫祖拜尔 : 你们准备的同时，我也得妥善安排剧场之后的事宜，总之还是要做好最坏的打算。
[睡莲之章 第一幕：致智慧者] 谢赫祖拜尔 : 等你们聊完之后，就替我去通知一下老顾客们剧场停演的消息吧。
[睡莲之章 第一幕：致智慧者] 派蒙 : 真的必须要停演吗？
[睡莲之章 第一幕：致智慧者] 谢赫祖拜尔 : 现在也没人有心思演出了吧，我要对剧场的人负责，也要对观众负责，只能这样了。
[睡莲之章 第一幕：致智慧者] 谢赫祖拜尔 : …妮露，你很了不起。
[睡莲之章 第一幕：致智慧者] 谢赫祖拜尔 : 最不愁出路的人是你，但你是第一个站出来的。
[睡莲之章 第一幕：致智慧者] 妮露 : 我从来没有想过要离开这里，祖拜尔先生。我真的很喜欢这里，我还想继续在这里跳舞。
[睡莲之章 第一幕：致智慧者] 妮露 : 也还想和大家一起跳舞。
[睡莲之章 第一幕：致智慧者] 谢赫祖拜尔 : 真是越来越像她了…
[睡莲之章 第一幕：致智慧者] 谢赫祖拜尔 : 加油吧。尽人事，知天命。
[睡莲之章 第一幕：致智慧者] 派蒙 : 「她」？
[睡莲之章 第一幕：致智慧者] 妮露 : 是我的老师，跳舞非常厉害，不过现在已经隐退了。
[睡莲之章 第一幕：致智慧者] 妮露 : 等以后有机会，我可以好好和你讲她的故事。
[睡莲之章 第一幕：致智慧者] 谢赫祖拜尔 : 你们方便的时候再去帮我通知就行，不用着急。
[睡莲之章 第一幕：致智慧者] 收集剧场成员的想法
[睡莲之章 第一幕：致智慧者] 里卡尔 : 没想到你们居然想要挑战教令院。
[睡莲之章 第一幕：致智慧者] 里卡尔 : 让我不由得想到了年轻的时候啊，天不怕地不怕，永远都在朝着最危险的地方进发。
[睡莲之章 第一幕：致智慧者] 里卡尔 : 虽然现在已经没有这样的机会，但还是觉得回味无穷。
[睡莲之章 第一幕：致智慧者] 妮露 : 抱歉，如果剧场真的被教令院拆除了，你和索林还有艾贝就…
[睡莲之章 第一幕：致智慧者] 里卡尔 : 没关系，不用想得那么严重，就算剧场散了，人不都还在吗？
[睡莲之章 第一幕：致智慧者] 里卡尔 : 不用担心冒险家的韧性，到时候总会有办法。
[睡莲之章 第一幕：致智慧者] 妮露 : 但这种戛然而止的感觉，会遗憾的吧，就像是没办法继续冒险那样…
[睡莲之章 第一幕：致智慧者] 里卡尔 : 原来你在担心这个啊。
[睡莲之章 第一幕：致智慧者] 里卡尔 : 放心吧，应对「遗憾」这方面我经验充足。刚开始确实会有点痛苦，但总有适应过来的那一天。
[睡莲之章 第一幕：致智慧者] 里卡尔 : 你看现在，索林和艾贝都很开心，索林也刚刚通过了剧场的考试，很快就能成为一名演员了。
[睡莲之章 第一幕：致智慧者] 里卡尔 : 他那天可高兴了，就因为能和你在同一个舞台上演出。
[睡莲之章 第一幕：致智慧者] 里卡尔 : 要是没有曾经的苦难，我们就不会来到这个剧场。而索林会比现在更开心吗？也不一定吧。
[睡莲之章 第一幕：致智慧者] 派蒙 : 这是…安慰吗？
[睡莲之章 第一幕：致智慧者] 里卡尔 : 有一半是安慰，另一半也是真心话。剧场的这段经历，让我慢慢明白一个道理。
[睡莲之章 第一幕：致智慧者] 里卡尔 : 重要的不是经历本身，而是对经历的解读。
[睡莲之章 第一幕：致智慧者] 里卡尔 : 我可以认为我的人生在我丈夫去世的时候就结束了，我也可以认为索林和艾贝他们因祸得福。
[睡莲之章 第一幕：致智慧者] 里卡尔 : 同样，就算剧场消失不见了，我说不定也有机会开启一段新生活。
[睡莲之章 第一幕：致智慧者] 里卡尔 : 好事和坏事的概念，都是由人为定义，取决于你怎么看待它。
[睡莲之章 第一幕：致智慧者] 妮露 : 有道理…
[睡莲之章 第一幕：致智慧者] 里卡尔 : 所以，妮露，我知道剧场对你很重要。
[睡莲之章 第一幕：致智慧者] 里卡尔 : 但不用太过紧张，我们都在你的身边，剧场不会就这么散掉。
[睡莲之章 第一幕：致智慧者] 妮露 : 嗯，谢谢你，里卡尔姐姐。
[睡莲之章 第一幕：致智慧者] 里卡尔 : 不用客气，倒是你这份挺身而出的勇气，让我也备受鼓舞。说不定你能成为一个很优秀的冒险家。
[睡莲之章 第一幕：致智慧者] 旅行者 : 她没问题的。/她已经是了。
[睡莲之章 第一幕：致智慧者] 妮露 : 太、太过奖了…
[睡莲之章 第一幕：致智慧者] 妮露 : 那我就借你们的鼓励，打起精神，振作起来！
[睡莲之章 第一幕：致智慧者] 妮露 : 哈啊，心情一下子变得开朗不少呢。
[睡莲之章 第一幕：致智慧者] 里卡尔 : 那就好，辩论的时候，我会带上孩子们为你加油打气的。
[睡莲之章 第一幕：致智慧者] 里卡尔 : 把这件事当成是一场试炼吧。
[睡莲之章 第一幕：致智慧者] 里卡尔 : 无论结果如何，都会有丰厚的收获。
[睡莲之章 第一幕：致智慧者] 收集剧场成员的想法
[睡莲之章 第一幕：致智慧者] 派蒙 : 我有点不想和他讲话…
[睡莲之章 第一幕：致智慧者] 加萨尼 : 这么快就对我抱有成见了，本来我还想提出一些建议呢。
[睡莲之章 第一幕：致智慧者] 派蒙 : 那倒是可以听听看。
[睡莲之章 第一幕：致智慧者] 加萨尼 : 不过之前的那个问题，我不知道你们有没有新的答案，现在讨论貌似也符合时宜。
[睡莲之章 第一幕：致智慧者] 加萨尼 : 艺术的意义，你们觉得是什么？
[睡莲之章 第一幕：致智慧者] 派蒙 : 又来啊？！
[睡莲之章 第一幕：致智慧者] 妮露 : 但是要证明艺术拥有价值，恐怕我们必须要面对这个问题。
[睡莲之章 第一幕：致智慧者] 妮露 : 可是我也不知道该怎么表达，我只知道，如果我们表演的节目能让观众看得开心，我也会跟着很开心。
[睡莲之章 第一幕：致智慧者] 妮露 : 这算不算一种意义呢？
[睡莲之章 第一幕：致智慧者] 派蒙 : 你回答得好认真，你难道不知道他总是前言不搭后语吗？
[睡莲之章 第一幕：致智慧者] 加萨尼 : 不不不，妮露的回答比你要好多了。而且，已经很接近我心中的答案。
[睡莲之章 第一幕：致智慧者] 加萨尼 : 艺术的意义，并不是由创作者赋予，而是由欣赏者赋予的。
[睡莲之章 第一幕：致智慧者] 加萨尼 : 换句话说，只有能被人欣赏的艺术，才会在欣赏者的精神世界中留下痕迹与价值。
[睡莲之章 第一幕：致智慧者] 加萨尼 : 这种事，教令院那帮人绝对不会明白。
[睡莲之章 第一幕：致智慧者] 旅行者 : 你好像很有故事。
[睡莲之章 第一幕：致智慧者] 加萨尼 : 我曾经像学者追求智慧那样，追求过艺术的穷尽。
[睡莲之章 第一幕：致智慧者] 加萨尼 : 但我体会到的只有「不理解」，从那时起我就很在乎「是否被理解」这件事。
[睡莲之章 第一幕：致智慧者] 加萨尼 : 我明白曲高和寡的道理，但我无法从这个借口中获得安慰。
[睡莲之章 第一幕：致智慧者] 加萨尼 : 我一直在为之困惑，直到我来到这里，看到了妮露的表演。
[睡莲之章 第一幕：致智慧者] 派蒙 : 有这么厉害嘛…
[睡莲之章 第一幕：致智慧者] 加萨尼 : 这里的所有人，都乐在其中。台上的表演者享受观众的视线，台下的欣赏者沉浸于美妙的氛围。
[睡莲之章 第一幕：致智慧者] 加萨尼 : 说实话，以我挑剔的眼光看，演得不怎么样。
[睡莲之章 第一幕：致智慧者] 妮露 : 不要突然这样说啊…
[睡莲之章 第一幕：致智慧者] 加萨尼 : 但更让我困惑的是，演得不怎么样，却能征服所有的观众，甚至征服了我。
[睡莲之章 第一幕：致智慧者] 加萨尼 : ——原来是我走错了路，我想要的从来都不是什么穷尽。
[睡莲之章 第一幕：致智慧者] 加萨尼 : 我离开了所谓艺术研究者的前沿领域，来到了这个剧场，因为这里才有我想要的东西。
[睡莲之章 第一幕：致智慧者] 加萨尼 : 艺术不再是空中楼阁，它是启发也好，娱乐也好，首先它要能够被人欣赏，才能带去正面的价值。
[睡莲之章 第一幕：致智慧者] 加萨尼 : 如果做不到这一点，艺术便毫无意义。
[睡莲之章 第一幕：致智慧者] 妮露 : 如果这样说的话…
[睡莲之章 第一幕：致智慧者] 妮露 : 我和祖拜尔先生不愿意按照教令院的命令改变剧场的节目，也有相似的原因在里面。
[睡莲之章 第一幕：致智慧者] 妮露 : 简单来说，就是担心大家会看不懂，觉得没意思…
[睡莲之章 第一幕：致智慧者] 加萨尼 : 我曾经备受瞩目，但我放弃了这些虚名，换来了如今的自由。
[睡莲之章 第一幕：致智慧者] 加萨尼 : 我不在乎我接下来走向何方，但妮露，你要对一件事保持清醒。
[睡莲之章 第一幕：致智慧者] 加萨尼 : 你已经拥有了最好的舞台，而这样的机遇绝非随处可见。
[睡莲之章 第一幕：致智慧者] 加萨尼 : 即便是教令院，也不能对他们妥协。
[睡莲之章 第一幕：致智慧者] 妮露 : 我明白了，谢谢加萨尼先生的鼓励。
[睡莲之章 第一幕：致智慧者] 加萨尼 : 让那帮做学问的家伙也清醒一下吧。
[睡莲之章 第一幕：致智慧者] 派蒙 : 他一点都不像无所谓的样子，好认真啊...
[睡莲之章 第一幕：致智慧者] 妮露 : 熟悉之后就知道他其实是个外冷内热的人，他还会帮忙修桌椅和刷油漆呢。
[睡莲之章 第一幕：致智慧者] 派蒙 : 完全看不出来！
[睡莲之章 第一幕：致智慧者] 加萨尼 : 虽说遗憾也是一种美，但如此这般就有些莫名其妙了。
[睡莲之章 第一幕：致智慧者] -------------
[睡莲之章 第一幕：致智慧者] 内嘉 : 你们让我刮目相看了。
[睡莲之章 第一幕：致智慧者] 内嘉 : 阿娜耶说得其实没错，我就是不忍心打击妮露的信心。
[睡莲之章 第一幕：致智慧者] 内嘉 : 但这并不是一种伤害，只是我觉得我没有资格去泼冷水。
[睡莲之章 第一幕：致智慧者] 内嘉 : 毕竟挺身而出的人是妮露，她表达了抗争的想法，而我缺乏这种勇气和觉悟。
[睡莲之章 第一幕：致智慧者] 内嘉 : 如果我不支持，还说风凉话，那也太过分了。
[睡莲之章 第一幕：致智慧者] 内嘉 : 这条路对她而言有多难走，她心里比我们任何人都清楚。
[睡莲之章 第一幕：致智慧者] -------------
[睡莲之章 第一幕：致智慧者] 库洛什 : 我会叫上我的朋友，还有剧场的客人，到时候一起去给妮露加油打气。
[睡莲之章 第一幕：致智慧者] 库洛什 : 如果到时候情况不对，我就让他们起哄，把舍利夫的声音盖过去。
[睡莲之章 第一幕：致智慧者] 库洛什 : 呃，不能这样做？好吧，那我再想想其他办法…
[睡莲之章 第一幕：致智慧者] -------------
[睡莲之章 第一幕：致智慧者] 索林 : 没有人可以欺负妮露姐姐！
[睡莲之章 第一幕：致智慧者] 艾贝 : 坏人看招，哒哒，哒哒！
[睡莲之章 第一幕：致智慧者] -------------
[睡莲之章 第一幕：致智慧者] 向客人通知剧场停演的消息
[睡莲之章 第一幕：致智慧者] 法哈德 : 你们来了！剧场不会真的要停演吧？！
[睡莲之章 第一幕：致智慧者] 胡尚 : 这家伙担心好久了，回来的路上就在不停地念叨。
[睡莲之章 第一幕：致智慧者] 法哈德 : 你还不是一样！
[睡莲之章 第一幕：致智慧者] 朱特 : 到底怎么回事啊，之前来的是教令院的人？
[睡莲之章 第一幕：致智慧者] 妮露 : 嗯，我们接到了通知，要在三十天内停业并拆除这个剧场…
[睡莲之章 第一幕：致智慧者] 法哈德 : 突然就这样，搞什么啊！
[睡莲之章 第一幕：致智慧者] 阿夫辛 : 唉，又来折腾人了。
[睡莲之章 第一幕：致智慧者] 法哈德 : 难道必须要这么做吗？
[睡莲之章 第一幕：致智慧者] 胡尚 : 你这不是废话嘛。
[睡莲之章 第一幕：致智慧者] 法哈德 : 也是，毕竟是教令院的命令…
[睡莲之章 第一幕：致智慧者] 妮露 : 不过大家不用太担心，我正在做准备，打算和教令院的人公开辩论。
[睡莲之章 第一幕：致智慧者] 妮露 : 如果我赢了，说不定就能改变这件事的结果，让他们回心转意。
[睡莲之章 第一幕：致智慧者] 朱特 : 居然还能这样？了不起，了不起。没问题，我百分之百支持你。
[睡莲之章 第一幕：致智慧者] 阿夫辛 : 我也是。对了，他们突然发难的理由是什么，还是因为对这里的演出有偏见吗？
[睡莲之章 第一幕：致智慧者] 妮露 : 嗯，应该是的…
[睡莲之章 第一幕：致智慧者] 法哈德 : 他们根本什么都不懂，也亏他们能妄下决断。
